.011,.003,1,1
.078000002,.027000001,3,1
-.421,.063000001,3,1
.20999999,.039999999,4,1
.65780002,.092900001,5,1
-.0012000001,.0020000001,6,1
-.041999999,.013,6,1
-.039999999,.017999999,6,1
-.048,.021,6,1
-.043000001,.022,6,1
-.368,.23899999,8,1
-.421,.063000001,8,1
-.528,.2626,9,1
-.123,.055399999,9,1
.156,.045000002,9,1
-.31900001,.043000001,9,1
.46000001,.090000004,9,1
-.46000001,.23,10,1
-.421,.063000001,10,1
-.421,.063000001,12,1
-.164,.024,13,1
-.421,.063000001,13,1
.071000002,.02,15,1
.018300001,.0020000001,16,1
.014,.0019,16,1
.0137,.0019,16,1
.0272,.0018,16,1
.026000001,.0020999999,16,1
.027000001,.0044,16,1
.0164,.0033,16,1
.024800001,.0024999999,16,1
.033199999,.0054000001,16,1
.0163,.0015,16,1
.0196,.0014,16,1
.0149,.0020000001,16,1
.0139,.0034,16,1
.0144,.0051000002,16,1
.0189,.0020999999,16,1
.031399999,.0037,16,1
.0184,.0043000001,16,1
.048500001,.029200001,17,1
-.421,.063000001,17,1
.0239,.024599999,18,1
-.421,.063000001,18,1
.37400001,.141,19,1
-.421,.063000001,19,1
.0031699999,.0014813083,20,1
-.19400001,.041000001,20,1
.778,.063000001,21,1
-.31900001,.043000001,21,1
.46000001,.090000004,21,1
-.421,.063000001,22,1
-.421,.063000001,23,1
-.041999999,.0070000002,14,1
-.421,.063000001,14,1
-.12800001,.0038999999,24,1
-.2676,.0156,24,1
.40200001,.15099999,25,1
.47099999,.031300001,25,1
.47099999,.031300001,26,1
.35299999,.13600001,26,1
.47099999,.031300001,27,1
-.16599999,.063299999,28,1
-.198,.052999999,29,1
-.421,.063000001,29,1
-.29499999,.030999999,30,1
-.421,.063000001,30,1
-.32300001,.082800001,31,1
-.421,.063000001,31,1
-.35499999,.117,32,1
-.421,.063000001,32,1
-.19400001,.041000001,33,1
.85000002,.15000001,34,1
-.421,.063000001,34,1
.156,.045000002,35,1
-.472,.082599998,35,1
-.31900001,.043000001,35,1
.46000001,.090000004,35,1
-.421,.063000001,36,1
-.53399998,.898,37,1
.052999999,.098999999,37,1
.778,.063000001,37,1
-.31900001,.043000001,37,1
.46000001,.090000004,37,1
.241,.289,38,1
.778,.063000001,38,1
.75,.234,38,1
-.31900001,.043000001,38,1
.46000001,.090000004,38,1
.29499999,.037999999,39,1
.037,.013,40,1
-.30199999,.103,41,1
-.79000002,.17,42,1
.13,.11,42,1
-.12,.059999999,42,1
-.88999999,.38999999,42,1
-.15000001,.13,42,1
-.059999999,.079999998,42,1
-.19,.14,42,1
-.46000001,.1,42,1
-.2,.11,42,1
-.07,.090000004,42,1
-.28,.053030301,43,1
-.421,.063000001,43,1
-.19400001,.041000001,44,1
-.33399999,.0451,45,1
-.421,.063000001,45,1
.63999999,.07,46,1
.15000001,.029999999,46,1
-.31900001,.043000001,46,1
-.39700001,.1575397,47,1
-.421,.063000001,47,1
-.1,.1,48,1
-.20999999,.079999998,48,1
